     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.25000,0.05000,0.35000,0.35000,0.00000,0.1069681
0.20000,0.00000,0.25000,0.55000,0.00000,0.0948593
0.25000,0.15000,0.55000,0.00000,0.05000,0.1384966
0.20000,0.05000,0.10000,0.65000,0.00000,0.0671867
0.15000,0.35000,0.20000,0.10000,0.20000,0.0635629
0.25000,0.10000,0.35000,0.25000,0.05000,0.1097271
0.20000,0.10000,0.05000,0.25000,0.40000,0.0312611
0.20000,0.45000,0.05000,0.30000,0.00000,0.0606618
0.25000,0.55000,0.00000,0.05000,0.15000,0.0071328
0.30000,0.10000,0.35000,0.15000,0.10000,0.1087089
0.25000,0.35000,0.10000,0.15000,0.15000,0.0449540
0.15000,0.20000,0.45000,0.10000,0.10000,0.1282738
0.25000,0.25000,0.15000,0.00000,0.35000,0.0427163
0.15000,0.30000,0.00000,0.35000,0.20000,0.0413421
0.15000,0.45000,0.15000,0.25000,0.00000,0.0688016
0.25000,0.00000,0.50000,0.00000,0.25000,0.1194569
0.15000,0.65000,0.10000,0.05000,0.05000,0.0236779
0.30000,0.00000,0.30000,0.05000,0.35000,0.0827866
0.20000,0.35000,0.00000,0.15000,0.30000,0.0140046
0.20000,0.15000,0.00000,0.50000,0.15000,0.0502398
0.25000,0.00000,0.00000,0.25000,0.50000,0.0132378
0.20000,0.20000,0.05000,0.15000,0.40000,0.0219778
0.20000,0.25000,0.15000,0.15000,0.25000,0.0571023
0.30000,0.05000,0.25000,0.35000,0.05000,0.0892942
0.25000,0.05000,0.35000,0.30000,0.05000,0.1095822
0.20000,0.00000,0.25000,0.50000,0.05000,0.0920425
0.25000,0.15000,0.50000,0.10000,0.00000,0.1287860
0.20000,0.05000,0.10000,0.60000,0.05000,0.0652644
0.15000,0.35000,0.20000,0.05000,0.25000,0.0576303
0.20000,0.10000,0.05000,0.20000,0.45000,0.0233589
0.25000,0.10000,0.35000,0.20000,0.10000,0.1100459
0.25000,0.55000,0.00000,0.00000,0.20000,0.0007556
0.20000,0.45000,0.05000,0.25000,0.05000,0.0491199
0.25000,0.35000,0.10000,0.10000,0.20000,0.0385948
0.30000,0.10000,0.35000,0.10000,0.15000,0.1073955
0.15000,0.20000,0.45000,0.05000,0.15000,0.1322216
0.25000,0.25000,0.10000,0.40000,0.00000,0.0672528
0.25000,0.00000,0.45000,0.30000,0.00000,0.1239265
0.15000,0.30000,0.00000,0.30000,0.25000,0.0316683
0.15000,0.45000,0.15000,0.20000,0.05000,0.0637753
0.15000,0.65000,0.10000,0.00000,0.10000,0.0164305
0.20000,0.35000,0.00000,0.10000,0.35000,0.0077294
0.30000,0.00000,0.30000,0.00000,0.40000,0.0863844
0.20000,0.15000,0.00000,0.45000,0.20000,0.0419993
0.25000,0.00000,0.00000,0.20000,0.55000,0.0124455
0.20000,0.20000,0.05000,0.10000,0.45000,0.0171931
0.20000,0.25000,0.15000,0.10000,0.30000,0.0499466
0.30000,0.05000,0.25000,0.30000,0.10000,0.0903345
0.25000,0.05000,0.35000,0.25000,0.10000,0.1141715
0.20000,0.00000,0.25000,0.45000,0.10000,0.0911796
0.25000,0.15000,0.50000,0.05000,0.05000,0.1331048
0.20000,0.05000,0.10000,0.55000,0.10000,0.0646582
0.15000,0.35000,0.20000,0.00000,0.30000,0.0463507
0.20000,0.10000,0.05000,0.15000,0.50000,0.0189333
0.25000,0.50000,0.25000,0.00000,0.00000,0.0626619
0.20000,0.45000,0.05000,0.20000,0.10000,0.0404507
0.25000,0.10000,0.35000,0.15000,0.15000,0.1090637
0.25000,0.35000,0.10000,0.05000,0.25000,0.0325281
0.30000,0.10000,0.35000,0.05000,0.20000,0.1053244
0.15000,0.20000,0.45000,0.00000,0.20000,0.1273713
0.25000,0.00000,0.45000,0.25000,0.05000,0.1202363
0.15000,0.30000,0.00000,0.25000,0.30000,0.0229666
0.25000,0.25000,0.10000,0.35000,0.05000,0.0661167
0.20000,0.35000,0.00000,0.05000,0.40000,0.0042201
0.15000,0.45000,0.15000,0.15000,0.10000,0.0562592
0.15000,0.65000,0.05000,0.15000,0.00000,0.0382915
0.30000,0.00000,0.25000,0.45000,0.00000,0.0898675
0.25000,0.00000,0.00000,0.15000,0.60000,0.0075220
0.20000,0.20000,0.05000,0.05000,0.50000,0.0133481
0.20000,0.15000,0.00000,0.40000,0.25000,0.0407758
0.20000,0.25000,0.15000,0.05000,0.35000,0.0461362
0.30000,0.05000,0.25000,0.25000,0.15000,0.0907960
0.25000,0.05000,0.35000,0.20000,0.15000,0.1127923
0.25000,0.15000,0.50000,0.00000,0.10000,0.1310132
0.20000,0.00000,0.25000,0.40000,0.15000,0.0910415
0.20000,0.05000,0.10000,0.50000,0.15000,0.0616143
0.20000,0.10000,0.05000,0.10000,0.55000,0.0141156
0.15000,0.35000,0.15000,0.35000,0.00000,0.0796139
0.20000,0.45000,0.05000,0.15000,0.15000,0.0320368
0.25000,0.50000,0.20000,0.05000,0.00000,0.0577218
0.25000,0.10000,0.35000,0.10000,0.20000,0.1100130
0.25000,0.35000,0.10000,0.00000,0.30000,0.0265482
0.30000,0.10000,0.35000,0.00000,0.25000,0.1045003
0.25000,0.00000,0.45000,0.20000,0.10000,0.1187065
0.15000,0.20000,0.40000,0.25000,0.00000,0.1128599
0.15000,0.30000,0.00000,0.20000,0.35000,0.0184761
0.20000,0.35000,0.00000,0.00000,0.45000,0.0003155
0.25000,0.25000,0.10000,0.30000,0.10000,0.0588039
0.15000,0.45000,0.15000,0.10000,0.15000,0.0497808
0.15000,0.65000,0.05000,0.10000,0.05000,0.0259390
0.30000,0.00000,0.25000,0.40000,0.05000,0.0843879
0.25000,0.00000,0.00000,0.10000,0.65000,0.0050207
0.20000,0.20000,0.05000,0.00000,0.55000,0.0081634
0.20000,0.15000,0.00000,0.35000,0.30000,0.0312815
0.20000,0.25000,0.15000,0.00000,0.40000,0.0368507
0.30000,0.05000,0.25000,0.20000,0.20000,0.0822132
0.25000,0.15000,0.45000,0.15000,0.00000,0.1199764
0.25000,0.05000,0.35000,0.15000,0.20000,0.1038672
0.20000,0.00000,0.25000,0.35000,0.20000,0.0912855
0.20000,0.10000,0.05000,0.05000,0.60000,0.0102799
0.20000,0.05000,0.10000,0.45000,0.20000,0.0609074
0.20000,0.45000,0.05000,0.10000,0.20000,0.0243015
0.15000,0.35000,0.15000,0.30000,0.05000,0.0779646
0.25000,0.50000,0.20000,0.00000,0.05000,0.0506330
0.25000,0.10000,0.35000,0.05000,0.25000,0.1051716
0.25000,0.35000,0.05000,0.35000,0.00000,0.0562923
0.30000,0.10000,0.30000,0.30000,0.00000,0.0988166
0.25000,0.00000,0.45000,0.15000,0.15000,0.1219592
0.15000,0.30000,0.00000,0.15000,0.40000,0.0098030
0.15000,0.20000,0.40000,0.20000,0.05000,0.1172212
0.20000,0.30000,0.50000,0.00000,0.00000,0.1265511
0.15000,0.45000,0.15000,0.05000,0.20000,0.0408313
0.15000,0.65000,0.05000,0.05000,0.10000,0.0144216
0.25000,0.25000,0.10000,0.25000,0.15000,0.0523242
0.25000,0.00000,0.00000,0.05000,0.70000,0.0034699
0.30000,0.00000,0.25000,0.35000,0.10000,0.0882117
0.20000,0.15000,0.00000,0.30000,0.35000,0.0248644
0.20000,0.20000,0.00000,0.60000,0.00000,0.0639814
0.20000,0.25000,0.10000,0.45000,0.00000,0.0686651
0.30000,0.05000,0.25000,0.15000,0.25000,0.0843924
0.25000,0.15000,0.45000,0.10000,0.05000,0.1235625
0.25000,0.05000,0.35000,0.10000,0.25000,0.1058154
0.20000,0.00000,0.25000,0.30000,0.25000,0.0887647
0.20000,0.10000,0.05000,0.00000,0.65000,0.0075561
0.20000,0.45000,0.05000,0.05000,0.25000,0.0163305
0.20000,0.05000,0.10000,0.40000,0.25000,0.0543549
0.15000,0.35000,0.15000,0.25000,0.10000,0.0678764
0.25000,0.50000,0.15000,0.10000,0.00000,0.0503717
0.25000,0.10000,0.35000,0.00000,0.30000,0.1015175
0.30000,0.10000,0.30000,0.25000,0.05000,0.1007063
0.25000,0.35000,0.05000,0.30000,0.05000,0.0526189
0.15000,0.30000,0.00000,0.10000,0.45000,0.0060197
0.25000,0.00000,0.45000,0.10000,0.20000,0.1155422
0.15000,0.20000,0.40000,0.15000,0.10000,0.1202479
0.20000,0.30000,0.45000,0.05000,0.00000,0.1232722
0.15000,0.45000,0.15000,0.00000,0.25000,0.0314043
0.15000,0.65000,0.05000,0.00000,0.15000,0.0070422
0.25000,0.00000,0.00000,0.00000,0.75000,0.0031533
0.25000,0.25000,0.10000,0.20000,0.20000,0.0502771
0.30000,0.00000,0.25000,0.30000,0.15000,0.0843916
0.20000,0.15000,0.00000,0.25000,0.40000,0.0188048
0.20000,0.20000,0.00000,0.55000,0.05000,0.0600555
0.20000,0.25000,0.10000,0.40000,0.05000,0.0692895
0.30000,0.05000,0.25000,0.10000,0.30000,0.0766506
0.25000,0.15000,0.45000,0.05000,0.10000,0.1246962
0.20000,0.00000,0.25000,0.25000,0.30000,0.0847950
0.25000,0.05000,0.35000,0.05000,0.30000,0.0991213
0.20000,0.45000,0.05000,0.00000,0.30000,0.0100700
0.20000,0.10000,0.00000,0.70000,0.00000,0.0599316
0.20000,0.05000,0.10000,0.35000,0.30000,0.0509833
0.25000,0.50000,0.15000,0.05000,0.05000,0.0451583
0.15000,0.35000,0.15000,0.20000,0.15000,0.0592013
0.30000,0.10000,0.30000,0.20000,0.10000,0.0977614
0.25000,0.10000,0.30000,0.35000,0.00000,0.0992362
0.25000,0.35000,0.05000,0.25000,0.10000,0.0430100
0.15000,0.30000,0.00000,0.05000,0.50000,0.0014559
0.25000,0.00000,0.45000,0.05000,0.25000,0.1170741
0.15000,0.20000,0.40000,0.10000,0.15000,0.1211875
0.20000,0.30000,0.45000,0.00000,0.05000,0.1244277
0.15000,0.45000,0.10000,0.30000,0.00000,0.0659471
0.15000,0.65000,0.00000,0.20000,0.00000,0.0421927
0.20000,0.80000,0.00000,0.00000,0.00000,0.0002267
0.25000,0.25000,0.10000,0.15000,0.25000,0.0447740
0.20000,0.15000,0.00000,0.20000,0.45000,0.0137747
0.30000,0.00000,0.25000,0.25000,0.20000,0.0853933
0.20000,0.20000,0.00000,0.50000,0.10000,0.0531689
0.20000,0.25000,0.10000,0.35000,0.10000,0.0644765
0.25000,0.15000,0.45000,0.00000,0.15000,0.1245359
0.30000,0.05000,0.25000,0.05000,0.35000,0.0779567
0.20000,0.00000,0.25000,0.20000,0.35000,0.0796434
0.25000,0.05000,0.35000,0.00000,0.35000,0.0977741
0.20000,0.45000,0.00000,0.35000,0.00000,0.0579487
0.20000,0.05000,0.10000,0.30000,0.35000,0.0493267
0.20000,0.10000,0.00000,0.65000,0.05000,0.0535802
0.25000,0.50000,0.15000,0.00000,0.10000,0.0395709
0.15000,0.35000,0.15000,0.15000,0.20000,0.0531269
0.30000,0.10000,0.30000,0.15000,0.15000,0.0978665
0.25000,0.10000,0.30000,0.30000,0.05000,0.0982736
0.25000,0.35000,0.05000,0.20000,0.15000,0.0366364
0.15000,0.30000,0.00000,0.00000,0.55000,0.0002277
0.25000,0.00000,0.45000,0.00000,0.30000,0.1123231
0.20000,0.30000,0.40000,0.10000,0.00000,0.1073339
0.15000,0.20000,0.40000,0.05000,0.20000,0.1170252
0.15000,0.45000,0.10000,0.25000,0.05000,0.0602283
0.15000,0.65000,0.00000,0.15000,0.05000,0.0293686
0.20000,0.75000,0.05000,0.00000,0.00000,0.0086438
0.20000,0.15000,0.00000,0.15000,0.50000,0.0095296
0.25000,0.25000,0.10000,0.10000,0.30000,0.0392943
0.30000,0.00000,0.25000,0.20000,0.25000,0.0811408
0.20000,0.20000,0.00000,0.45000,0.15000,0.0505283
0.25000,0.15000,0.40000,0.20000,0.00000,0.1221762
0.20000,0.25000,0.10000,0.30000,0.15000,0.0594077
0.30000,0.05000,0.25000,0.00000,0.40000,0.0709151
0.20000,0.00000,0.25000,0.15000,0.40000,0.0748239
0.25000,0.05000,0.30000,0.40000,0.00000,0.1040242
0.20000,0.45000,0.00000,0.30000,0.05000,0.0495357
0.20000,0.05000,0.10000,0.25000,0.40000,0.0398897
0.15000,0.35000,0.15000,0.10000,0.25000,0.0463075
0.25000,0.50000,0.10000,0.15000,0.00000,0.0452041
0.20000,0.10000,0.00000,0.60000,0.10000,0.0521800
0.30000,0.10000,0.30000,0.10000,0.20000,0.0941616
0.25000,0.35000,0.05000,0.15000,0.20000,0.0305840
0.25000,0.10000,0.30000,0.25000,0.10000,0.1018866
0.15000,0.25000,0.60000,0.00000,0.00000,0.1362153
0.25000,0.00000,0.40000,0.35000,0.00000,0.1121452
0.20000,0.30000,0.40000,0.05000,0.05000,0.1128535
0.15000,0.20000,0.40000,0.00000,0.25000,0.1154007
0.15000,0.65000,0.00000,0.10000,0.10000,0.0165814
0.15000,0.45000,0.10000,0.20000,0.10000,0.0520367
0.20000,0.75000,0.00000,0.05000,0.00000,0.0091140
0.20000,0.15000,0.00000,0.10000,0.55000,0.0053443
0.25000,0.25000,0.10000,0.05000,0.35000,0.0320639
0.30000,0.00000,0.25000,0.15000,0.30000,0.0797773
0.20000,0.20000,0.00000,0.40000,0.20000,0.0423431
0.25000,0.15000,0.40000,0.15000,0.05000,0.1141085
0.30000,0.05000,0.20000,0.45000,0.00000,0.0786052
0.20000,0.25000,0.10000,0.25000,0.20000,0.0540705
0.20000,0.00000,0.25000,0.10000,0.45000,0.0703040
0.25000,0.05000,0.30000,0.35000,0.05000,0.1032433
0.20000,0.45000,0.00000,0.25000,0.10000,0.0394830
0.20000,0.05000,0.10000,0.20000,0.45000,0.0376693
0.15000,0.35000,0.15000,0.05000,0.30000,0.0399933
0.25000,0.50000,0.10000,0.10000,0.05000,0.0390196
0.20000,0.10000,0.00000,0.55000,0.15000,0.0486247
0.25000,0.35000,0.05000,0.10000,0.25000,0.0220598
0.30000,0.10000,0.30000,0.05000,0.25000,0.0927667
0.25000,0.10000,0.30000,0.20000,0.15000,0.0980414
0.15000,0.25000,0.55000,0.05000,0.00000,0.1321914
0.25000,0.00000,0.40000,0.30000,0.05000,0.1131521
0.15000,0.65000,0.00000,0.05000,0.15000,0.0066601
0.15000,0.20000,0.35000,0.30000,0.00000,0.1066367
0.20000,0.30000,0.40000,0.00000,0.10000,0.1150320
0.20000,0.75000,0.00000,0.00000,0.05000,0.0001862
0.20000,0.15000,0.00000,0.05000,0.60000,0.0025757
0.15000,0.45000,0.10000,0.15000,0.15000,0.0417114
0.25000,0.25000,0.10000,0.00000,0.40000,0.0306768
0.30000,0.00000,0.25000,0.10000,0.35000,0.0768268
0.20000,0.20000,0.00000,0.35000,0.25000,0.0347965
0.25000,0.15000,0.40000,0.10000,0.10000,0.1165246
0.30000,0.05000,0.20000,0.40000,0.05000,0.0771057
0.20000,0.25000,0.10000,0.20000,0.25000,0.0449476
0.20000,0.00000,0.25000,0.05000,0.50000,0.0640789
0.25000,0.05000,0.30000,0.30000,0.10000,0.0995154
0.20000,0.45000,0.00000,0.20000,0.15000,0.0274970
0.20000,0.05000,0.10000,0.15000,0.50000,0.0319873
0.15000,0.35000,0.15000,0.00000,0.35000,0.0323144
0.25000,0.50000,0.10000,0.05000,0.10000,0.0340753
0.25000,0.35000,0.05000,0.05000,0.30000,0.0177277
0.20000,0.10000,0.00000,0.50000,0.20000,0.0418006
0.30000,0.10000,0.30000,0.00000,0.30000,0.0881984
0.25000,0.10000,0.30000,0.15000,0.20000,0.0970301
0.15000,0.25000,0.55000,0.00000,0.05000,0.1396187
0.25000,0.00000,0.40000,0.25000,0.10000,0.1181650
0.15000,0.65000,0.00000,0.00000,0.20000,0.0000266
0.20000,0.15000,0.00000,0.00000,0.65000,0.0006068
0.20000,0.30000,0.35000,0.15000,0.00000,0.1022596
0.15000,0.20000,0.35000,0.25000,0.05000,0.1087090
0.20000,0.70000,0.10000,0.00000,0.00000,0.0204346
0.15000,0.45000,0.10000,0.10000,0.20000,0.0324337
0.25000,0.25000,0.05000,0.45000,0.00000,0.0619953
0.30000,0.00000,0.25000,0.05000,0.40000,0.0672126
0.20000,0.20000,0.00000,0.30000,0.30000,0.0278359
0.25000,0.15000,0.40000,0.05000,0.15000,0.1155880
0.30000,0.05000,0.20000,0.35000,0.10000,0.0763544
0.20000,0.25000,0.10000,0.15000,0.30000,0.0387699
0.20000,0.00000,0.25000,0.00000,0.55000,0.0576708
0.25000,0.05000,0.30000,0.25000,0.15000,0.1008182
0.20000,0.45000,0.00000,0.15000,0.20000,0.0180655
0.20000,0.05000,0.10000,0.10000,0.55000,0.0257357
0.15000,0.35000,0.10000,0.40000,0.00000,0.0761232
0.25000,0.50000,0.10000,0.00000,0.15000,0.0263514
0.25000,0.35000,0.05000,0.00000,0.35000,0.0116581
0.30000,0.10000,0.25000,0.35000,0.00000,0.0902815
0.20000,0.10000,0.00000,0.45000,0.25000,0.0375674
0.25000,0.10000,0.30000,0.10000,0.25000,0.0934061
0.15000,0.25000,0.50000,0.10000,0.00000,0.1251896
0.25000,0.00000,0.40000,0.20000,0.15000,0.1163021
0.20000,0.10000,0.70000,0.00000,0.00000,0.1527914
0.15000,0.60000,0.25000,0.00000,0.00000,0.0516185
0.20000,0.30000,0.35000,0.10000,0.05000,0.1038652
0.15000,0.45000,0.10000,0.05000,0.25000,0.0251909
0.20000,0.70000,0.05000,0.05000,0.00000,0.0179949
0.15000,0.20000,0.35000,0.20000,0.10000,0.1104340
0.25000,0.25000,0.05000,0.40000,0.05000,0.0549197
0.30000,0.00000,0.25000,0.00000,0.45000,0.0701161
0.20000,0.20000,0.00000,0.25000,0.35000,0.0197319
0.25000,0.15000,0.40000,0.00000,0.20000,0.1210313
0.20000,0.25000,0.10000,0.10000,0.35000,0.0322801
0.30000,0.05000,0.20000,0.30000,0.15000,0.0780749
0.20000,0.00000,0.20000,0.60000,0.00000,0.0822604
0.25000,0.05000,0.30000,0.20000,0.20000,0.0991105
0.20000,0.05000,0.10000,0.05000,0.60000,0.0205653
0.20000,0.45000,0.00000,0.10000,0.25000,0.0110869
0.15000,0.35000,0.10000,0.35000,0.05000,0.0703780
0.25000,0.50000,0.05000,0.20000,0.00000,0.0432436
0.25000,0.35000,0.00000,0.40000,0.00000,0.0538801
0.30000,0.10000,0.25000,0.30000,0.05000,0.0858446
0.20000,0.10000,0.00000,0.40000,0.30000,0.0305661
0.25000,0.10000,0.30000,0.05000,0.30000,0.0915304
0.15000,0.25000,0.50000,0.05000,0.05000,0.1303590
0.25000,0.00000,0.40000,0.15000,0.20000,0.1139380
0.20000,0.10000,0.65000,0.05000,0.00000,0.1480862
0.15000,0.60000,0.20000,0.05000,0.00000,0.0467925
0.20000,0.70000,0.05000,0.00000,0.05000,0.0090064
0.15000,0.45000,0.10000,0.00000,0.30000,0.0168465
0.20000,0.30000,0.35000,0.05000,0.10000,0.1089042
0.15000,0.20000,0.35000,0.15000,0.15000,0.1120328
0.25000,0.25000,0.05000,0.35000,0.10000,0.0539309
0.20000,0.20000,0.00000,0.20000,0.40000,0.0159263
0.30000,0.00000,0.20000,0.50000,0.00000,0.0765562
0.25000,0.15000,0.35000,0.25000,0.00000,0.1039967
0.20000,0.25000,0.10000,0.05000,0.40000,0.0284621
0.30000,0.05000,0.20000,0.25000,0.20000,0.0724974
0.20000,0.00000,0.20000,0.55000,0.05000,0.0834913
0.25000,0.05000,0.30000,0.15000,0.25000,0.0926561
0.20000,0.05000,0.10000,0.00000,0.65000,0.0161801
0.20000,0.45000,0.00000,0.05000,0.30000,0.0052321
0.15000,0.35000,0.10000,0.30000,0.10000,0.0643444
0.25000,0.50000,0.05000,0.15000,0.05000,0.0333952
0.25000,0.35000,0.00000,0.35000,0.05000,0.0469573
0.20000,0.10000,0.00000,0.35000,0.35000,0.0264476
0.30000,0.10000,0.25000,0.25000,0.10000,0.0877562
0.15000,0.25000,0.50000,0.00000,0.10000,0.1354578
0.25000,0.10000,0.30000,0.00000,0.35000,0.0842040
0.20000,0.10000,0.65000,0.00000,0.05000,0.1447142
0.25000,0.00000,0.40000,0.10000,0.25000,0.1093581
0.15000,0.60000,0.20000,0.00000,0.05000,0.0416625
0.20000,0.70000,0.00000,0.10000,0.00000,0.0205694
0.15000,0.45000,0.05000,0.35000,0.00000,0.0710339
0.20000,0.30000,0.35000,0.00000,0.15000,0.1006010
0.15000,0.20000,0.35000,0.10000,0.20000,0.1089049
0.25000,0.25000,0.05000,0.30000,0.15000,0.0443672
0.20000,0.20000,0.00000,0.15000,0.45000,0.0109096
0.30000,0.00000,0.20000,0.45000,0.05000,0.0774844
0.20000,0.25000,0.10000,0.00000,0.45000,0.0219290
0.25000,0.15000,0.35000,0.20000,0.05000,0.1107370
0.30000,0.05000,0.20000,0.20000,0.25000,0.0696941
0.20000,0.00000,0.20000,0.50000,0.10000,0.0821076
0.25000,0.05000,0.30000,0.10000,0.30000,0.0893128
0.20000,0.45000,0.00000,0.00000,0.35000,0.0006719
0.20000,0.05000,0.05000,0.70000,0.00000,0.0591131
0.25000,0.50000,0.05000,0.10000,0.10000,0.0260512
0.15000,0.35000,0.10000,0.25000,0.15000,0.0551350
0.20000,0.10000,0.00000,0.30000,0.40000,0.0215638
0.25000,0.35000,0.00000,0.30000,0.10000,0.0372222
0.15000,0.20000,0.30000,0.35000,0.00000,0.1002516
0.15000,0.25000,0.45000,0.15000,0.00000,0.1144735
0.25000,0.10000,0.25000,0.40000,0.00000,0.0911073
0.20000,0.10000,0.60000,0.10000,0.00000,0.1369847
0.15000,0.15000,0.35000,0.05000,0.30000,0.1056707
0.20000,0.70000,0.00000,0.05000,0.05000,0.0087099
0.15000,0.60000,0.15000,0.10000,0.00000,0.0452030
0.15000,0.45000,0.05000,0.30000,0.05000,0.0562801
0.15000,0.20000,0.35000,0.05000,0.25000,0.1027803
0.20000,0.30000,0.30000,0.20000,0.00000,0.0956892
0.20000,0.20000,0.00000,0.10000,0.50000,0.0060017
0.25000,0.25000,0.05000,0.25000,0.20000,0.0396582
0.15000,0.10000,0.45000,0.10000,0.20000,0.1290740
0.15000,0.05000,0.80000,0.00000,0.00000,0.1741534
0.20000,0.25000,0.05000,0.50000,0.00000,0.0665580
0.15000,0.05000,0.10000,0.40000,0.30000,0.0559268
0.15000,0.00000,0.30000,0.40000,0.15000,0.1073043
0.10000,0.80000,0.00000,0.00000,0.10000,0.0000040
0.10000,0.50000,0.40000,0.00000,0.00000,0.0875333
0.10000,0.40000,0.30000,0.15000,0.05000,0.0887929
0.20000,0.10000,0.00000,0.25000,0.45000,0.0155369
0.15000,0.35000,0.10000,0.20000,0.20000,0.0478138
0.10000,0.35000,0.05000,0.45000,0.05000,0.0798677
0.10000,0.30000,0.00000,0.05000,0.55000,0.0009654
0.10000,0.20000,0.60000,0.05000,0.05000,0.1378648
0.15000,0.20000,0.30000,0.30000,0.05000,0.1051942
0.15000,0.25000,0.45000,0.10000,0.05000,0.1251322
0.10000,0.20000,0.00000,0.20000,0.50000,0.0078232
0.15000,0.15000,0.35000,0.00000,0.35000,0.0983806
0.10000,0.15000,0.05000,0.65000,0.05000,0.0761184
0.10000,0.10000,0.20000,0.45000,0.15000,0.0886001
0.10000,0.05000,0.45000,0.25000,0.15000,0.1315413
0.10000,0.05000,0.05000,0.10000,0.70000,0.0059035
0.15000,0.20000,0.35000,0.00000,0.30000,0.1022664
0.10000,0.00000,0.30000,0.00000,0.60000,0.0550792
0.05000,0.80000,0.10000,0.05000,0.00000,0.0191852
0.15000,0.10000,0.45000,0.05000,0.25000,0.1272583
0.15000,0.05000,0.75000,0.05000,0.00000,0.1564770
0.05000,0.55000,0.35000,0.00000,0.05000,0.0709893
0.10000,0.75000,0.15000,0.00000,0.00000,0.0206393
0.15000,0.05000,0.10000,0.35000,0.35000,0.0475774
0.15000,0.00000,0.30000,0.35000,0.20000,0.1049377
0.10000,0.50000,0.35000,0.05000,0.00000,0.0786637
0.10000,0.40000,0.30000,0.10000,0.10000,0.0838478
0.05000,0.45000,0.30000,0.05000,0.15000,0.0708363
0.10000,0.20000,0.60000,0.00000,0.10000,0.1476425
0.05000,0.40000,0.05000,0.35000,0.15000,0.0619870
0.10000,0.35000,0.05000,0.40000,0.10000,0.0690496
0.05000,0.30000,0.65000,0.00000,0.00000,0.1254483
0.15000,0.20000,0.30000,0.25000,0.10000,0.0992006
0.10000,0.30000,0.00000,0.00000,0.60000,0.0000094
0.10000,0.20000,0.00000,0.15000,0.55000,0.0043184
0.15000,0.15000,0.30000,0.40000,0.00000,0.0959211
0.10000,0.15000,0.05000,0.60000,0.10000,0.0693168
0.10000,0.05000,0.45000,0.20000,0.20000,0.1326530
0.10000,0.10000,0.20000,0.40000,0.20000,0.0867058
0.05000,0.25000,0.55000,0.15000,0.00000,0.1157991
0.10000,0.05000,0.05000,0.05000,0.75000,0.0029679
0.10000,0.00000,0.25000,0.65000,0.00000,0.0894586
0.05000,0.80000,0.10000,0.00000,0.05000,0.0069909
0.15000,0.10000,0.45000,0.00000,0.30000,0.1305598
0.15000,0.05000,0.75000,0.00000,0.05000,0.1451333
0.05000,0.55000,0.30000,0.10000,0.00000,0.0674190
0.10000,0.75000,0.10000,0.05000,0.00000,0.0205890
0.15000,0.05000,0.10000,0.30000,0.40000,0.0427708
0.15000,0.00000,0.30000,0.30000,0.25000,0.1019237
0.10000,0.50000,0.35000,0.00000,0.05000,0.0832723
0.10000,0.40000,0.30000,0.05000,0.15000,0.0799699
0.10000,0.20000,0.55000,0.15000,0.00000,0.1241132
0.05000,0.45000,0.30000,0.00000,0.20000,0.0624514
0.05000,0.30000,0.60000,0.05000,0.00000,0.1282687
0.05000,0.40000,0.05000,0.30000,0.20000,0.0432055
0.10000,0.25000,0.65000,0.00000,0.00000,0.1375271
0.10000,0.35000,0.05000,0.35000,0.15000,0.0593003
0.15000,0.20000,0.30000,0.20000,0.15000,0.1053454
0.10000,0.20000,0.00000,0.10000,0.60000,0.0017638
0.15000,0.15000,0.30000,0.35000,0.05000,0.1021872
0.10000,0.05000,0.45000,0.15000,0.25000,0.1312173
0.10000,0.15000,0.05000,0.55000,0.15000,0.0723596
0.10000,0.10000,0.20000,0.35000,0.25000,0.0805907
0.05000,0.25000,0.55000,0.10000,0.05000,0.1323821
0.10000,0.05000,0.05000,0.00000,0.80000,0.0010871
0.05000,0.80000,0.05000,0.10000,0.00000,0.0286707
0.10000,0.00000,0.25000,0.60000,0.05000,0.0965979
0.15000,0.10000,0.40000,0.35000,0.00000,0.1118112
0.15000,0.05000,0.70000,0.10000,0.00000,0.1443658
0.05000,0.55000,0.30000,0.05000,0.05000,0.0646579
0.10000,0.75000,0.10000,0.00000,0.05000,0.0125142
0.15000,0.05000,0.10000,0.25000,0.45000,0.0373911
0.15000,0.00000,0.30000,0.25000,0.30000,0.0989592
0.10000,0.50000,0.30000,0.10000,0.00000,0.0791943
0.10000,0.40000,0.30000,0.00000,0.20000,0.0750689
0.10000,0.20000,0.55000,0.10000,0.05000,0.1340289
0.10000,0.25000,0.60000,0.05000,0.00000,0.1307575
0.05000,0.30000,0.60000,0.00000,0.05000,0.1346779
0.05000,0.40000,0.05000,0.25000,0.25000,0.0321303
0.05000,0.45000,0.25000,0.25000,0.00000,0.0794757
0.10000,0.35000,0.05000,0.30000,0.20000,0.0436628
0.15000,0.20000,0.30000,0.15000,0.20000,0.0977331
0.10000,0.20000,0.00000,0.05000,0.65000,0.0008287
0.15000,0.15000,0.30000,0.30000,0.10000,0.1046814
0.10000,0.05000,0.45000,0.10000,0.30000,0.1277855
0.10000,0.15000,0.05000,0.50000,0.20000,0.0593117
0.05000,0.25000,0.55000,0.05000,0.10000,0.1384914
0.10000,0.10000,0.20000,0.30000,0.30000,0.0739596
