     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.40000,0.05000,0.40000,0.10000,0.05000,0.1045931
0.50000,0.05000,0.40000,0.05000,0.00000,0.0899093
0.30000,0.25000,0.40000,0.05000,0.00000,0.1112978
0.35000,0.15000,0.00000,0.15000,0.35000,0.0171663
0.65000,0.00000,0.00000,0.10000,0.25000,0.0349177
0.45000,0.00000,0.15000,0.25000,0.15000,0.0531942
0.55000,0.00000,0.45000,0.00000,0.00000,0.0534709
0.35000,0.00000,0.20000,0.20000,0.25000,0.0639161
0.55000,0.20000,0.00000,0.05000,0.20000,0.0204835
0.40000,0.00000,0.20000,0.20000,0.20000,0.0692495
0.45000,0.10000,0.00000,0.30000,0.15000,0.0232416
0.35000,0.35000,0.20000,0.05000,0.05000,0.0649689
0.35000,0.05000,0.25000,0.25000,0.10000,0.0837356
0.50000,0.20000,0.30000,0.00000,0.00000,0.0909276
0.75000,0.00000,0.25000,0.00000,0.00000,0.0190436
0.50000,0.00000,0.00000,0.35000,0.15000,0.0190942
0.65000,0.25000,0.00000,0.10000,0.00000,0.0234718
0.35000,0.20000,0.30000,0.10000,0.05000,0.0927842
0.30000,0.20000,0.00000,0.35000,0.15000,0.0337335
0.40000,0.15000,0.20000,0.10000,0.15000,0.0691061
0.45000,0.20000,0.10000,0.05000,0.20000,0.0411162
0.60000,0.05000,0.05000,0.10000,0.20000,0.0400543
0.40000,0.30000,0.05000,0.20000,0.05000,0.0369658
0.30000,0.40000,0.30000,0.00000,0.00000,0.0839843
0.40000,0.05000,0.40000,0.05000,0.10000,0.0979932
0.50000,0.05000,0.40000,0.00000,0.05000,0.0835833
0.35000,0.15000,0.00000,0.10000,0.40000,0.0126413
0.30000,0.25000,0.40000,0.00000,0.05000,0.1117410
0.65000,0.00000,0.00000,0.05000,0.30000,0.0425477
0.45000,0.00000,0.15000,0.20000,0.20000,0.0583672
0.55000,0.00000,0.40000,0.05000,0.00000,0.0644225
0.55000,0.20000,0.00000,0.00000,0.25000,0.0236241
0.35000,0.00000,0.20000,0.15000,0.30000,0.0670642
0.40000,0.00000,0.20000,0.15000,0.25000,0.0644136
0.45000,0.10000,0.00000,0.25000,0.20000,0.0205523
0.35000,0.35000,0.20000,0.00000,0.10000,0.0629886
0.35000,0.05000,0.25000,0.20000,0.15000,0.0842734
0.50000,0.20000,0.25000,0.05000,0.00000,0.0835921
0.75000,0.00000,0.20000,0.05000,0.00000,0.0292058
0.50000,0.00000,0.00000,0.30000,0.20000,0.0222447
0.65000,0.25000,0.00000,0.05000,0.05000,0.0251234
0.35000,0.20000,0.30000,0.05000,0.10000,0.0930049
0.30000,0.20000,0.00000,0.30000,0.20000,0.0281371
0.40000,0.15000,0.20000,0.05000,0.20000,0.0684739
0.45000,0.20000,0.10000,0.00000,0.25000,0.0413995
0.30000,0.40000,0.25000,0.05000,0.00000,0.0773532
0.40000,0.05000,0.40000,0.00000,0.15000,0.1016439
0.60000,0.05000,0.05000,0.05000,0.25000,0.0406821
0.40000,0.30000,0.05000,0.15000,0.10000,0.0320808
0.50000,0.05000,0.35000,0.10000,0.00000,0.0863640
0.35000,0.15000,0.00000,0.05000,0.45000,0.0098520
0.30000,0.25000,0.35000,0.10000,0.00000,0.1022835
0.65000,0.00000,0.00000,0.00000,0.35000,0.0480457
0.55000,0.00000,0.40000,0.00000,0.05000,0.0595031
0.45000,0.00000,0.15000,0.15000,0.25000,0.0554939
0.55000,0.15000,0.30000,0.00000,0.00000,0.0836881
0.35000,0.00000,0.20000,0.10000,0.35000,0.0634668
0.40000,0.00000,0.20000,0.10000,0.30000,0.0670726
0.35000,0.35000,0.15000,0.15000,0.00000,0.0558064
0.45000,0.10000,0.00000,0.20000,0.25000,0.0211577
0.35000,0.05000,0.25000,0.15000,0.20000,0.0826611
0.50000,0.20000,0.25000,0.00000,0.05000,0.0814287
0.75000,0.00000,0.20000,0.00000,0.05000,0.0387401
0.50000,0.00000,0.00000,0.25000,0.25000,0.0212481
0.65000,0.25000,0.00000,0.00000,0.10000,0.0259133
0.35000,0.20000,0.30000,0.00000,0.15000,0.0933657
0.30000,0.20000,0.00000,0.25000,0.25000,0.0239394
0.40000,0.15000,0.20000,0.00000,0.25000,0.0661528
0.45000,0.20000,0.05000,0.30000,0.00000,0.0391392
0.40000,0.05000,0.35000,0.20000,0.00000,0.1005345
0.30000,0.40000,0.25000,0.00000,0.05000,0.0734593
0.50000,0.05000,0.35000,0.05000,0.05000,0.0891411
0.60000,0.05000,0.05000,0.00000,0.30000,0.0457446
0.40000,0.30000,0.05000,0.10000,0.15000,0.0289372
0.35000,0.15000,0.00000,0.00000,0.50000,0.0066545
0.30000,0.25000,0.35000,0.05000,0.05000,0.1035340
0.55000,0.00000,0.35000,0.10000,0.00000,0.0723587
0.60000,0.40000,0.00000,0.00000,0.00000,0.0168203
0.45000,0.00000,0.15000,0.10000,0.30000,0.0563076
0.55000,0.15000,0.25000,0.05000,0.00000,0.0773355
0.35000,0.00000,0.20000,0.05000,0.40000,0.0622559
0.35000,0.35000,0.15000,0.10000,0.05000,0.0547981
0.40000,0.00000,0.20000,0.05000,0.35000,0.0632158
0.45000,0.10000,0.00000,0.15000,0.30000,0.0189493
0.50000,0.20000,0.20000,0.10000,0.00000,0.0687740
0.35000,0.05000,0.25000,0.10000,0.25000,0.0818405
0.75000,0.00000,0.15000,0.10000,0.00000,0.0323916
0.50000,0.00000,0.00000,0.20000,0.30000,0.0240497
0.65000,0.20000,0.15000,0.00000,0.00000,0.0569100
0.35000,0.20000,0.25000,0.20000,0.00000,0.0852273
0.30000,0.20000,0.00000,0.20000,0.30000,0.0204273
0.40000,0.15000,0.15000,0.30000,0.00000,0.0632223
0.45000,0.20000,0.05000,0.25000,0.05000,0.0356957
0.40000,0.05000,0.35000,0.15000,0.05000,0.1014739
0.35000,0.10000,0.55000,0.00000,0.00000,0.1302936
0.30000,0.40000,0.20000,0.10000,0.00000,0.0716284
0.50000,0.05000,0.35000,0.00000,0.10000,0.0857654
0.60000,0.05000,0.00000,0.35000,0.00000,0.0163282
0.40000,0.30000,0.05000,0.05000,0.20000,0.0262082
0.30000,0.25000,0.35000,0.00000,0.10000,0.1049906
0.55000,0.00000,0.35000,0.05000,0.05000,0.0695819
0.60000,0.35000,0.05000,0.00000,0.00000,0.0290627
0.45000,0.00000,0.15000,0.05000,0.35000,0.0538989
0.55000,0.15000,0.25000,0.00000,0.05000,0.0805836
0.35000,0.00000,0.20000,0.00000,0.45000,0.0580330
0.35000,0.35000,0.15000,0.05000,0.10000,0.0540031
0.40000,0.00000,0.20000,0.00000,0.40000,0.0641531
0.45000,0.10000,0.00000,0.10000,0.35000,0.0193547
0.50000,0.20000,0.20000,0.05000,0.05000,0.0685953
0.35000,0.05000,0.25000,0.05000,0.30000,0.0773415
0.75000,0.00000,0.15000,0.05000,0.05000,0.0426411
0.50000,0.00000,0.00000,0.15000,0.35000,0.0244577
0.65000,0.20000,0.10000,0.05000,0.00000,0.0468552
0.35000,0.20000,0.25000,0.15000,0.05000,0.0844231
0.30000,0.20000,0.00000,0.15000,0.35000,0.0150993
0.40000,0.15000,0.15000,0.25000,0.05000,0.0617811
0.45000,0.20000,0.05000,0.20000,0.10000,0.0356137
0.40000,0.05000,0.35000,0.10000,0.10000,0.0989080
0.35000,0.10000,0.50000,0.05000,0.00000,0.1230831
0.50000,0.05000,0.30000,0.15000,0.00000,0.0862700
0.30000,0.40000,0.20000,0.05000,0.05000,0.0644323
0.60000,0.05000,0.00000,0.30000,0.05000,0.0194405
0.40000,0.30000,0.05000,0.00000,0.25000,0.0219271
0.30000,0.25000,0.30000,0.15000,0.00000,0.0949374
0.55000,0.00000,0.35000,0.00000,0.10000,0.0636398
0.60000,0.35000,0.00000,0.05000,0.00000,0.0196143
0.55000,0.15000,0.20000,0.10000,0.00000,0.0693715
0.45000,0.00000,0.15000,0.00000,0.40000,0.0552512
0.35000,0.00000,0.15000,0.50000,0.00000,0.0621619
0.35000,0.35000,0.15000,0.00000,0.15000,0.0478926
0.40000,0.00000,0.15000,0.45000,0.00000,0.0582378
0.45000,0.10000,0.00000,0.05000,0.40000,0.0185598
0.50000,0.20000,0.20000,0.00000,0.10000,0.0709233
0.35000,0.05000,0.25000,0.00000,0.35000,0.0741447
0.75000,0.00000,0.15000,0.00000,0.10000,0.0522904
0.50000,0.00000,0.00000,0.10000,0.40000,0.0269330
0.30000,0.20000,0.00000,0.05000,0.45000,0.0064337
0.30000,0.20000,0.00000,0.10000,0.40000,0.0096586
0.35000,0.20000,0.25000,0.10000,0.10000,0.0850681
0.40000,0.15000,0.15000,0.20000,0.10000,0.0612502
0.35000,0.10000,0.50000,0.00000,0.05000,0.1174713
0.45000,0.20000,0.05000,0.15000,0.15000,0.0339604
0.40000,0.05000,0.35000,0.05000,0.15000,0.0956301
0.50000,0.05000,0.30000,0.10000,0.05000,0.0834976
0.30000,0.40000,0.20000,0.00000,0.10000,0.0626075
0.30000,0.10000,0.25000,0.20000,0.15000,0.0877820
0.40000,0.30000,0.00000,0.30000,0.00000,0.0316280
0.30000,0.25000,0.30000,0.10000,0.05000,0.0933990
0.30000,0.05000,0.20000,0.15000,0.30000,0.0702401
0.30000,0.00000,0.20000,0.40000,0.10000,0.0776476
0.25000,0.50000,0.05000,0.05000,0.15000,0.0182562
0.25000,0.35000,0.00000,0.25000,0.15000,0.0309012
0.25000,0.25000,0.05000,0.20000,0.25000,0.0344888
0.35000,0.35000,0.10000,0.20000,0.00000,0.0492140
0.40000,0.00000,0.15000,0.40000,0.05000,0.0584664
0.45000,0.10000,0.00000,0.00000,0.45000,0.0203383
0.25000,0.15000,0.35000,0.15000,0.10000,0.1107520
0.25000,0.10000,0.25000,0.35000,0.05000,0.0926368
0.25000,0.05000,0.30000,0.05000,0.35000,0.0890896
0.30000,0.20000,0.00000,0.00000,0.50000,0.0041004
0.25000,0.00000,0.40000,0.05000,0.30000,0.1141086
0.20000,0.70000,0.00000,0.00000,0.10000,0.0002022
0.20000,0.40000,0.40000,0.00000,0.00000,0.1066772
0.20000,0.30000,0.30000,0.15000,0.05000,0.0965826
0.20000,0.20000,0.00000,0.05000,0.55000,0.0027510
0.20000,0.10000,0.60000,0.05000,0.05000,0.1378165
0.20000,0.25000,0.05000,0.45000,0.05000,0.0651846
0.20000,0.10000,0.00000,0.20000,0.50000,0.0116417
0.20000,0.05000,0.05000,0.65000,0.05000,0.0568115
0.30000,0.10000,0.25000,0.15000,0.20000,0.0840055
0.20000,0.00000,0.20000,0.45000,0.15000,0.0825490
0.15000,0.60000,0.15000,0.05000,0.05000,0.0383320
0.30000,0.05000,0.20000,0.10000,0.35000,0.0646471
0.30000,0.00000,0.20000,0.35000,0.15000,0.0771099
0.25000,0.50000,0.05000,0.00000,0.20000,0.0110797
0.25000,0.35000,0.00000,0.20000,0.20000,0.0244980
0.25000,0.25000,0.05000,0.15000,0.30000,0.0283855
0.15000,0.45000,0.05000,0.25000,0.10000,0.0489144
0.15000,0.35000,0.10000,0.15000,0.25000,0.0388312
0.15000,0.25000,0.45000,0.05000,0.10000,0.1251675
0.25000,0.15000,0.35000,0.10000,0.15000,0.1081582
0.25000,0.10000,0.25000,0.30000,0.10000,0.0888254
0.25000,0.05000,0.30000,0.00000,0.40000,0.0842147
0.30000,0.15000,0.55000,0.00000,0.00000,0.1355494
0.25000,0.00000,0.40000,0.00000,0.35000,0.1061414
0.20000,0.65000,0.15000,0.00000,0.00000,0.0300370
0.20000,0.40000,0.35000,0.05000,0.00000,0.0965159
0.20000,0.20000,0.00000,0.00000,0.60000,0.0004491
0.20000,0.10000,0.60000,0.00000,0.10000,0.1408139
0.20000,0.30000,0.30000,0.10000,0.10000,0.0989334
0.20000,0.25000,0.05000,0.40000,0.10000,0.0636149
0.20000,0.10000,0.00000,0.15000,0.55000,0.0064833
0.20000,0.05000,0.05000,0.60000,0.10000,0.0561063
0.30000,0.10000,0.25000,0.10000,0.25000,0.0829650
0.15000,0.60000,0.15000,0.00000,0.10000,0.0300574
0.20000,0.00000,0.20000,0.40000,0.20000,0.0828483
0.30000,0.05000,0.20000,0.05000,0.40000,0.0618654
0.30000,0.00000,0.20000,0.30000,0.20000,0.0718237
0.25000,0.50000,0.00000,0.25000,0.00000,0.0390541
0.25000,0.35000,0.00000,0.15000,0.25000,0.0189911
0.25000,0.25000,0.05000,0.10000,0.35000,0.0234412
0.15000,0.45000,0.05000,0.20000,0.15000,0.0363648
0.15000,0.35000,0.10000,0.10000,0.30000,0.0316190
0.15000,0.25000,0.45000,0.00000,0.15000,0.1302612
0.25000,0.15000,0.35000,0.05000,0.20000,0.1062034
0.25000,0.10000,0.25000,0.25000,0.15000,0.0904023
0.25000,0.05000,0.25000,0.45000,0.00000,0.0898368
0.30000,0.15000,0.50000,0.05000,0.00000,0.1274718
0.25000,0.00000,0.35000,0.40000,0.00000,0.1091818
0.20000,0.65000,0.10000,0.05000,0.00000,0.0280469
0.20000,0.40000,0.35000,0.00000,0.05000,0.0958331
0.20000,0.15000,0.65000,0.00000,0.00000,0.1463981
0.20000,0.10000,0.55000,0.15000,0.00000,0.1316111
0.20000,0.30000,0.30000,0.05000,0.15000,0.0926736
0.20000,0.10000,0.00000,0.10000,0.60000,0.0046864
0.20000,0.25000,0.05000,0.35000,0.15000,0.0549733
0.20000,0.05000,0.05000,0.55000,0.15000,0.0565500
0.30000,0.10000,0.25000,0.05000,0.30000,0.0780920
0.15000,0.60000,0.10000,0.15000,0.00000,0.0426849
0.20000,0.00000,0.20000,0.35000,0.25000,0.0775590
0.30000,0.05000,0.20000,0.00000,0.45000,0.0550059
0.30000,0.00000,0.20000,0.25000,0.25000,0.0710000
0.25000,0.50000,0.00000,0.20000,0.05000,0.0335046
0.25000,0.35000,0.00000,0.10000,0.30000,0.0104937
0.25000,0.25000,0.05000,0.05000,0.40000,0.0162176
0.15000,0.45000,0.05000,0.15000,0.20000,0.0256395
0.15000,0.35000,0.10000,0.05000,0.35000,0.0223797
0.15000,0.25000,0.40000,0.20000,0.00000,0.1102865
0.25000,0.15000,0.35000,0.00000,0.25000,0.1034683
0.25000,0.10000,0.25000,0.20000,0.20000,0.0907112
0.25000,0.05000,0.25000,0.40000,0.05000,0.0912785
0.30000,0.15000,0.50000,0.00000,0.05000,0.1274349
0.25000,0.00000,0.35000,0.35000,0.05000,0.1101838
0.20000,0.65000,0.10000,0.00000,0.05000,0.0202803
0.20000,0.40000,0.30000,0.10000,0.00000,0.0886233
0.20000,0.15000,0.60000,0.05000,0.00000,0.1388783
0.20000,0.10000,0.55000,0.10000,0.05000,0.1345381
0.20000,0.30000,0.30000,0.00000,0.20000,0.0908128
0.20000,0.10000,0.00000,0.05000,0.65000,0.0025944
0.20000,0.25000,0.05000,0.30000,0.20000,0.0470152
0.20000,0.05000,0.05000,0.50000,0.20000,0.0515728
0.15000,0.60000,0.10000,0.10000,0.05000,0.0367833
0.30000,0.10000,0.25000,0.00000,0.35000,0.0752952
0.20000,0.00000,0.20000,0.30000,0.30000,0.0751991
0.30000,0.05000,0.15000,0.50000,0.00000,0.0659047
0.30000,0.00000,0.20000,0.20000,0.30000,0.0659864
0.25000,0.50000,0.00000,0.15000,0.10000,0.0218989
0.25000,0.35000,0.00000,0.05000,0.35000,0.0053939
0.25000,0.25000,0.05000,0.00000,0.45000,0.0120249
0.15000,0.45000,0.05000,0.10000,0.25000,0.0196908
0.15000,0.35000,0.10000,0.00000,0.40000,0.0159425
0.15000,0.25000,0.40000,0.15000,0.05000,0.1164945
0.25000,0.15000,0.30000,0.30000,0.00000,0.0976658
0.25000,0.10000,0.25000,0.15000,0.25000,0.0866981
0.25000,0.05000,0.25000,0.35000,0.10000,0.0886292
0.30000,0.15000,0.45000,0.10000,0.00000,0.1211474
0.25000,0.00000,0.35000,0.30000,0.10000,0.1087651
0.20000,0.65000,0.05000,0.10000,0.00000,0.0270068
0.20000,0.15000,0.60000,0.00000,0.05000,0.1389748
0.20000,0.40000,0.30000,0.05000,0.05000,0.0851838
0.20000,0.10000,0.55000,0.05000,0.10000,0.1384044
0.20000,0.30000,0.25000,0.25000,0.00000,0.0841860
0.20000,0.10000,0.00000,0.00000,0.70000,0.0007307
0.20000,0.25000,0.05000,0.25000,0.25000,0.0373274
0.20000,0.05000,0.05000,0.45000,0.25000,0.0470594
0.15000,0.60000,0.10000,0.05000,0.10000,0.0270148
0.30000,0.10000,0.20000,0.40000,0.00000,0.0800883
0.30000,0.05000,0.15000,0.45000,0.05000,0.0687002
0.20000,0.00000,0.20000,0.25000,0.35000,0.0684741
0.25000,0.35000,0.00000,0.00000,0.40000,0.0018455
0.30000,0.00000,0.20000,0.15000,0.35000,0.0641075
0.25000,0.50000,0.00000,0.10000,0.15000,0.0158481
0.15000,0.45000,0.05000,0.05000,0.30000,0.0121824
0.25000,0.25000,0.00000,0.50000,0.00000,0.0573496
0.15000,0.35000,0.05000,0.45000,0.00000,0.0758019
0.15000,0.25000,0.40000,0.10000,0.10000,0.1137835
0.25000,0.15000,0.30000,0.25000,0.05000,0.1032558
0.25000,0.10000,0.25000,0.10000,0.30000,0.0820779
0.25000,0.05000,0.25000,0.30000,0.15000,0.0915847
0.30000,0.15000,0.45000,0.05000,0.05000,0.1228792
0.20000,0.65000,0.05000,0.05000,0.05000,0.0175874
0.20000,0.15000,0.55000,0.10000,0.00000,0.1352955
0.25000,0.00000,0.35000,0.25000,0.15000,0.1095357
0.20000,0.40000,0.30000,0.00000,0.10000,0.0847276
0.20000,0.10000,0.55000,0.00000,0.15000,0.1435682
0.20000,0.30000,0.25000,0.20000,0.05000,0.0876747
0.20000,0.05000,0.75000,0.00000,0.00000,0.1674510
0.20000,0.25000,0.05000,0.20000,0.30000,0.0320572
0.20000,0.05000,0.05000,0.40000,0.30000,0.0422351
0.15000,0.60000,0.10000,0.00000,0.15000,0.0164728
0.20000,0.00000,0.20000,0.20000,0.40000,0.0611735
0.30000,0.10000,0.20000,0.35000,0.05000,0.0802043
0.30000,0.05000,0.15000,0.40000,0.10000,0.0661877
0.25000,0.30000,0.45000,0.00000,0.00000,0.1200310
0.25000,0.50000,0.00000,0.05000,0.20000,0.0080867
0.30000,0.00000,0.20000,0.10000,0.40000,0.0614348
0.15000,0.45000,0.05000,0.00000,0.35000,0.0072638
0.25000,0.25000,0.00000,0.45000,0.05000,0.0544378
0.15000,0.35000,0.05000,0.40000,0.05000,0.0689906
0.15000,0.25000,0.40000,0.05000,0.15000,0.1186373
0.25000,0.15000,0.30000,0.20000,0.10000,0.1009334
0.25000,0.10000,0.25000,0.05000,0.35000,0.0773607
0.25000,0.05000,0.25000,0.25000,0.20000,0.0874216
0.30000,0.15000,0.45000,0.00000,0.10000,0.1232227
0.20000,0.15000,0.55000,0.05000,0.05000,0.1417704
0.20000,0.65000,0.05000,0.00000,0.10000,0.0078137
0.25000,0.00000,0.35000,0.20000,0.20000,0.1078631
0.20000,0.10000,0.50000,0.20000,0.00000,0.1258105
0.20000,0.40000,0.25000,0.15000,0.00000,0.0804714
0.20000,0.05000,0.70000,0.05000,0.00000,0.1546670
0.20000,0.30000,0.25000,0.15000,0.10000,0.0902674
0.20000,0.25000,0.05000,0.15000,0.35000,0.0256836
0.20000,0.05000,0.05000,0.35000,0.35000,0.0363802
0.15000,0.60000,0.05000,0.20000,0.00000,0.0475605
0.20000,0.00000,0.20000,0.15000,0.45000,0.0578714
0.30000,0.05000,0.15000,0.35000,0.15000,0.0646179
0.30000,0.10000,0.20000,0.30000,0.10000,0.0771735
0.25000,0.50000,0.00000,0.00000,0.25000,0.0006944
0.25000,0.30000,0.40000,0.05000,0.00000,0.1130730
0.30000,0.00000,0.20000,0.05000,0.45000,0.0591705
0.15000,0.45000,0.00000,0.40000,0.00000,0.0726818
0.25000,0.25000,0.00000,0.40000,0.10000,0.0446134
0.15000,0.35000,0.05000,0.35000,0.10000,0.0622718
0.15000,0.25000,0.40000,0.00000,0.20000,0.1152892
0.25000,0.15000,0.30000,0.15000,0.15000,0.0977727
0.25000,0.10000,0.25000,0.00000,0.40000,0.0710690
0.25000,0.05000,0.25000,0.20000,0.25000,0.0860874
0.30000,0.15000,0.40000,0.15000,0.00000,0.1141048
0.20000,0.15000,0.55000,0.00000,0.10000,0.1390192
0.20000,0.65000,0.00000,0.15000,0.00000,0.0305847
0.20000,0.10000,0.50000,0.15000,0.05000,0.1342336
0.25000,0.00000,0.35000,0.15000,0.25000,0.1057377
0.20000,0.40000,0.25000,0.10000,0.05000,0.0799504
0.20000,0.05000,0.70000,0.00000,0.05000,0.1445005
0.20000,0.25000,0.05000,0.10000,0.40000,0.0172870
0.20000,0.30000,0.25000,0.10000,0.15000,0.0831364
0.20000,0.05000,0.05000,0.30000,0.40000,0.0324893
0.15000,0.60000,0.05000,0.15000,0.05000,0.0353082
0.20000,0.00000,0.20000,0.10000,0.50000,0.0485059
0.30000,0.05000,0.15000,0.30000,0.20000,0.0620187
0.30000,0.10000,0.20000,0.25000,0.15000,0.0773657
0.25000,0.30000,0.40000,0.00000,0.05000,0.1175341
0.25000,0.45000,0.30000,0.00000,0.00000,0.0810347
0.30000,0.00000,0.20000,0.00000,0.50000,0.0514706
0.15000,0.45000,0.00000,0.35000,0.05000,0.0599681
0.25000,0.25000,0.00000,0.35000,0.15000,0.0424284
0.15000,0.35000,0.05000,0.30000,0.15000,0.0499899
0.25000,0.15000,0.30000,0.10000,0.20000,0.0977964
0.15000,0.25000,0.35000,0.25000,0.00000,0.1049309
0.25000,0.10000,0.20000,0.45000,0.00000,0.0810311
0.25000,0.05000,0.25000,0.15000,0.30000,0.0794902
0.30000,0.15000,0.40000,0.10000,0.05000,0.1148192
0.20000,0.15000,0.50000,0.15000,0.00000,0.1278939
0.20000,0.65000,0.00000,0.10000,0.05000,0.0178083
0.20000,0.10000,0.50000,0.10000,0.10000,0.1357096
0.25000,0.00000,0.35000,0.10000,0.30000,0.1007653
0.20000,0.40000,0.25000,0.05000,0.10000,0.0799383
0.20000,0.05000,0.65000,0.10000,0.00000,0.1455214
0.20000,0.25000,0.05000,0.05000,0.45000,0.0122303
0.20000,0.30000,0.25000,0.05000,0.20000,0.0789826
0.20000,0.05000,0.05000,0.25000,0.45000,0.0239475
0.15000,0.60000,0.05000,0.10000,0.10000,0.0256429
0.20000,0.00000,0.20000,0.05000,0.55000,0.0446669
0.30000,0.05000,0.15000,0.25000,0.25000,0.0600018
0.30000,0.10000,0.20000,0.20000,0.20000,0.0729443
0.25000,0.30000,0.35000,0.10000,0.00000,0.1037719
0.25000,0.45000,0.25000,0.05000,0.00000,0.0726435
0.30000,0.00000,0.15000,0.55000,0.00000,0.0704901
0.15000,0.45000,0.00000,0.30000,0.10000,0.0501076
0.25000,0.25000,0.00000,0.30000,0.20000,0.0319947
0.15000,0.35000,0.05000,0.25000,0.20000,0.0410171
0.25000,0.15000,0.30000,0.05000,0.25000,0.0974564
0.15000,0.25000,0.35000,0.20000,0.05000,0.1075393
0.25000,0.10000,0.20000,0.40000,0.05000,0.0805723
0.25000,0.05000,0.25000,0.10000,0.35000,0.0784628
0.30000,0.15000,0.40000,0.05000,0.10000,0.1153894
0.20000,0.15000,0.50000,0.10000,0.05000,0.1351130
0.20000,0.65000,0.00000,0.05000,0.10000,0.0079668
0.20000,0.10000,0.50000,0.05000,0.15000,0.1372878
0.20000,0.40000,0.25000,0.00000,0.15000,0.0690426
0.20000,0.05000,0.65000,0.05000,0.05000,0.1392936
0.25000,0.00000,0.35000,0.05000,0.35000,0.1029730
0.20000,0.25000,0.05000,0.00000,0.50000,0.0092259
0.20000,0.30000,0.25000,0.00000,0.25000,0.0729984
0.20000,0.05000,0.05000,0.20000,0.50000,0.0221139
0.15000,0.60000,0.05000,0.05000,0.15000,0.0158792
0.20000,0.00000,0.20000,0.00000,0.60000,0.0441343
0.30000,0.05000,0.15000,0.20000,0.30000,0.0538067
0.30000,0.10000,0.20000,0.15000,0.25000,0.0681074
0.25000,0.30000,0.35000,0.05000,0.05000,0.1029985
0.25000,0.45000,0.25000,0.00000,0.05000,0.0671548
0.30000,0.00000,0.15000,0.50000,0.05000,0.0648876
0.15000,0.45000,0.00000,0.25000,0.15000,0.0345127
0.25000,0.25000,0.00000,0.25000,0.25000,0.0245348
0.15000,0.35000,0.05000,0.20000,0.25000,0.0335056
0.25000,0.15000,0.30000,0.00000,0.30000,0.0854076
0.15000,0.25000,0.35000,0.15000,0.10000,0.1083129
0.25000,0.10000,0.20000,0.35000,0.10000,0.0801232
0.25000,0.05000,0.25000,0.05000,0.40000,0.0690617
0.20000,0.15000,0.50000,0.05000,0.10000,0.1355218
0.30000,0.15000,0.40000,0.00000,0.15000,0.1155731
0.20000,0.65000,0.00000,0.00000,0.15000,0.0001952
0.20000,0.10000,0.50000,0.00000,0.20000,0.1360937
0.20000,0.05000,0.65000,0.00000,0.10000,0.1335663
0.20000,0.40000,0.20000,0.20000,0.00000,0.0723965
0.25000,0.00000,0.35000,0.00000,0.40000,0.0885007
0.20000,0.25000,0.00000,0.55000,0.00000,0.0681542
0.20000,0.30000,0.20000,0.30000,0.00000,0.0820481
0.20000,0.05000,0.05000,0.15000,0.55000,0.0176957
0.15000,0.60000,0.05000,0.00000,0.20000,0.0068527
0.20000,0.00000,0.15000,0.65000,0.00000,0.0749302
0.30000,0.05000,0.15000,0.15000,0.35000,0.0534122
0.30000,0.10000,0.20000,0.10000,0.30000,0.0662417
0.25000,0.30000,0.35000,0.00000,0.10000,0.1000703
0.25000,0.45000,0.20000,0.10000,0.00000,0.0612048
0.30000,0.00000,0.15000,0.45000,0.10000,0.0662145
0.15000,0.45000,0.00000,0.20000,0.20000,0.0252029
0.25000,0.25000,0.00000,0.20000,0.30000,0.0202028
0.15000,0.35000,0.05000,0.15000,0.30000,0.0220799
0.25000,0.15000,0.25000,0.35000,0.00000,0.0943810
0.15000,0.25000,0.35000,0.10000,0.15000,0.1096249
0.25000,0.10000,0.20000,0.30000,0.15000,0.0798386
0.25000,0.05000,0.25000,0.00000,0.45000,0.0699283
0.20000,0.15000,0.50000,0.00000,0.15000,0.1381098
0.30000,0.15000,0.35000,0.20000,0.00000,0.1081039
0.20000,0.60000,0.20000,0.00000,0.00000,0.0463503
0.20000,0.10000,0.45000,0.25000,0.00000,0.1215075
0.20000,0.05000,0.60000,0.15000,0.00000,0.1356762
0.20000,0.40000,0.20000,0.15000,0.05000,0.0703782
0.25000,0.00000,0.30000,0.45000,0.00000,0.1015407
0.20000,0.25000,0.00000,0.50000,0.05000,0.0592090
0.20000,0.30000,0.20000,0.25000,0.05000,0.0805086
0.20000,0.05000,0.05000,0.10000,0.60000,0.0137082
0.15000,0.60000,0.00000,0.25000,0.00000,0.0507484
0.20000,0.00000,0.15000,0.60000,0.05000,0.0758339
0.30000,0.05000,0.15000,0.10000,0.40000,0.0531032
0.30000,0.10000,0.20000,0.05000,0.35000,0.0649359
0.25000,0.30000,0.30000,0.15000,0.00000,0.0973542
0.25000,0.45000,0.20000,0.05000,0.05000,0.0586070
0.15000,0.45000,0.00000,0.15000,0.25000,0.0166034
0.30000,0.00000,0.15000,0.40000,0.15000,0.0657398
0.25000,0.25000,0.00000,0.15000,0.35000,0.0133023
0.15000,0.35000,0.05000,0.10000,0.35000,0.0179907
0.25000,0.15000,0.25000,0.30000,0.05000,0.0906592
0.15000,0.25000,0.35000,0.05000,0.20000,0.1088967
0.25000,0.10000,0.20000,0.25000,0.20000,0.0778447
0.20000,0.15000,0.45000,0.20000,0.00000,0.1244140
0.25000,0.05000,0.20000,0.50000,0.00000,0.0842432
0.30000,0.15000,0.35000,0.15000,0.05000,0.1080082
0.20000,0.60000,0.15000,0.05000,0.00000,0.0396432
